1) Fotografe os resíduos,2) Partilhe a localização,Submission ID,Submission Date,,id,date,latitude,longitude,photo_1,photo_2,photo_3,photo_4,photo_5,photo_1 link,photo_2 link,photo_3 link,photo_4 link,photo_5 link,Link counter,Photo check 1,Photo check 2,Photo check 3,Photo check 4,Photo check 5,Photo checker
https://www.jotform.com/uploads/jeroenbaardolf988/261914332231044/6604693238423704392/image.jpg,"Longitude: -8.854474502988547
Latitude: 38.57060664734581",6604693238423704392,2026-07-21 19:55:25,,VB011,21-07-2026,38.57060664734581,-8.854474502988547,https://www.dropbox.com/scl/fi/wtwfg03wmbqef0wrb6jcp/image-6.jpg?rlkey=y3qmmfeebfjcl0uzjf48cye2q&st=x2mr5aal&raw=1,,,,,https://www.dropbox.com/scl/fi/wtwfg03wmbqef0wrb6jcp/image-6.jpg?rlkey=y3qmmfeebfjcl0uzjf48cye2q&st=x2mr5aal&dl=0,,,,,1,TRUE,,,,,✅ Alles OK
https://www.jotform.com/uploads/jeroenbaardolf988/261914332231044/6604694858421847470/image.jpg,"Longitude: -8.854578171688466
Latitude: 38.570586955850544",6604694858421847470,2026-07-21 19:58:07,,VB012,21-07-2026,38.570586955850544,-8.854578171688466,https://www.dropbox.com/scl/fi/bnpy2j4mc9eay9la4dfh8/image-7.jpg?rlkey=ioh0fg5njzlu9ecrf4txzalxn&st=53kqfpu7&raw=1,,,,,https://www.dropbox.com/scl/fi/bnpy2j4mc9eay9la4dfh8/image-7.jpg?rlkey=ioh0fg5njzlu9ecrf4txzalxn&st=53kqfpu7&dl=0,,,,,1,TRUE,,,,,✅ Alles OK
https://www.jotform.com/uploads/jeroenbaardolf988/261914332231044/6604697288421184388/image.jpg,"Longitude: -8.85491496600609
Latitude: 38.574882510676",6604697288421184388,2026-07-21 20:02:10,,VB013,21-07-2026,38.574882510676,-8.85491496600609,https://www.dropbox.com/scl/fi/k978898znqvxnrh1rw9et/image-8.jpg?rlkey=0jctn72wbq85i3x6hi0e1mgk3&st=o7y9yaas&raw=1,,,,,https://www.dropbox.com/scl/fi/k978898znqvxnrh1rw9et/image-8.jpg?rlkey=0jctn72wbq85i3x6hi0e1mgk3&st=o7y9yaas&dl=0,,,,,1,TRUE,,,,,✅ Alles OK
https://www.jotform.com/uploads/jeroenbaardolf988/261914332231044/6605546448423641379/image.jpg,"Longitude: -8.850115884052547
Latitude: 38.56325903840659",6605546448423641379,2026-07-22 19:37:26,,VB014,22-07-2026,38.56325903840659,-8.850115884052547,https://www.dropbox.com/scl/fi/n9o6rpuykkspkd67reu4l/image-9.jpg?rlkey=zt81goviokw9w4p775sgzgm4s&st=73cp9hhf&raw=1,,,,,https://www.dropbox.com/scl/fi/n9o6rpuykkspkd67reu4l/image-9.jpg?rlkey=zt81goviokw9w4p775sgzgm4s&st=73cp9hhf&dl=0,,,,,1,TRUE,,,,,✅ Alles OK
https://www.jotform.com/uploads/jeroenbaardolf988/261914332231044/6605547128426996579/image.jpg,"Longitude: -8.850205888014797
Latitude: 38.5632961578136",6605547128426996579,2026-07-22 19:38:34,,VB015,22-07-2026,38.5632961578136,-8.850205888014797,https://www.dropbox.com/scl/fi/7xr55m068zvxdsi6eefeo/image-10.jpg?rlkey=h7uz4b8dpgtt0clf1h51bxg1x&st=w9dnhaae&raw=1,,,,,https://www.dropbox.com/scl/fi/7xr55m068zvxdsi6eefeo/image-10.jpg?rlkey=h7uz4b8dpgtt0clf1h51bxg1x&st=w9dnhaae&dl=0,,,,,1,TRUE,,,,,✅ Alles OK
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,
